Item,Serving,Calories,Carbs,Protein,Fat,Fiber
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,0.5 katori,58.5,7.95,2.75,1.75,1.6
,,,,,,
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
Oats rava idli,3 piece,222,34.5,7.2,6.3,3.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Ragi with buttermilk,1 glass,71,14.3,1.8,0.8,2.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,4 tbsp,60,3.6,2.0,4.8,1.6
Spinach dosa,3 medium,549,74.4,17.4,20.1,13.2
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,1 tbsp,15,0.9,0.5,1.2,0.4
,,,,,,
Oats rava idli,4 piece,296,46.0,9.6,8.4,4.0
,,,,,,
,,,,,,
Tomato peanut chutney,2 tbsp,30,1.8,1.0,2.4,0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
Almonds,4 almond,28,1.2,1.2,2.4,0.8
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,1 tbsp,15,0.9,0.5,1.2,0.4
,,,,,,
Oats rava idli,4 piece,296,46.0,9.6,8.4,4.0
,,,,,,
Tomato peanut chutney,1 tbsp,15,0.9,0.5,1.2,0.4
,,,,,,
Oats rava idli,4 piece,296,46.0,9.6,8.4,4.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,4 tbsp,60,3.6,2.0,4.8,1.6
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
Coconut Chutney,5 Teaspoon,85,3.5,1.0,7.5,2.5
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
Almonds,4 almond,28,1.2,1.2,2.4,0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Almonds,4 almond,28,1.2,1.2,2.4,0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Almonds,4 almond,28,1.2,1.2,2.4,0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,0.5 katori,58.5,7.95,2.75,1.75,1.6
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
Apple,1 piece,,88.0,20.0,0.3,0.8
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,4 tbsp,60,3.6,2.0,4.8,1.6
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
Ragi with buttermilk,1 glass,71,14.3,1.8,0.8,2.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Ragi Dosa,3 Dosa,306,64.8,6.6,2.1,6.6
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
Drumstick sambhar,1.5 katori,139.5,16.5,6.3,5.4,3.45
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,1 tbsp,15,0.9,0.5,1.2,0.4
,,,,,,
Oats rava idli,4 piece,296,46.0,9.6,8.4,4.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,3 tbsp,45,2.7,1.5,3.6,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,2 tbsp,30,1.8,1.0,2.4,0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
Ragi Dosa,3 Dosa,306,64.8,6.6,2.1,6.6
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
Coconut Chutney,5 Teaspoon,85,3.5,1.0,7.5,2.5
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1.5 katori,139.5,16.5,6.3,5.4,3.45
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
Tomato peanut chutney,1 tbsp,15,0.9,0.5,1.2,0.4
,,,,,,
Oats rava idli,4 piece,296,46.0,9.6,8.4,4.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,4 tbsp,60,3.6,2.0,4.8,1.6
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Dahi,0.5 katori,45,2.25,2.35,3.0,0.0
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
Tomato peanut chutney,4 tbsp,60,3.6,2.0,4.8,1.6
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Almonds,4 almond,28,1.2,1.2,2.4,0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
Homemade idli,4 small,156,30.4,5.2,1.6,2.0
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,3 tbsp,45,2.7,1.5,3.6,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Oats rava idli,3 piece,222,34.5,7.2,6.3,3.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,1 tbsp,15,0.9,0.5,1.2,0.4
,,,,,,
Oats rava idli,4 piece,296,46.0,9.6,8.4,4.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,0.5 katori,58.5,7.95,2.75,1.75,1.6
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,2 tbsp,30,1.8,1.0,2.4,0.8
,,,,,,
,,,,,,
Oats rava idli,3 piece,222,34.5,7.2,6.3,3.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,2 tbsp,30,1.8,1.0,2.4,0.8
,,,,,,
,,,,,,
,,,,,,
Dahi,0.5 katori,45,2.25,2.35,3.0,0.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,4 tbsp,60,3.6,2.0,4.8,1.6
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,6 rava,504,81.6,15.6,13.2,6.6
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
Ragi Dosa,3 Dosa,306,64.8,6.6,2.1,6.6
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
Coconut Chutney,5 Teaspoon,85,3.5,1.0,7.5,2.5
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
Oats rava idli,3 piece,222,34.5,7.2,6.3,3.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,1 tbsp,15,0.9,0.5,1.2,0.4
,,,,,,
Oats rava idli,4 piece,296,46.0,9.6,8.4,4.0
,,,,,,
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,0.5 katori,58.5,7.95,2.75,1.75,1.6
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
Brinjal sambhar,0.5 katori,58.5,7.95,2.75,1.75,1.6
,,,,,,
,,,,,,
,,,,,,
Rava idli,4 rava,336,54.4,10.4,8.8,4.4
,,,,,,
Ragi with buttermilk,1 glass,71,14.3,1.8,0.8,2.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,2 rava,168,27.2,5.2,4.4,2.2
,,,,,,
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rava idli,3 rava,252,40.8,7.8,6.6,3.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Almonds,4 almond,28,1.2,1.2,2.4,0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,3 tbsp,45,2.7,1.5,3.6,1.2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,1 tbsp,15,0.9,0.5,1.2,0.4
,,,,,,
Oats rava idli,4 piece,296,46.0,9.6,8.4,4.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,1 tbsp,15,0.9,0.5,1.2,0.4
,,,,,,
Oats rava idli,4 piece,296,46.0,9.6,8.4,4.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tomato peanut chutney,4 tbsp,60,3.6,2.0,4.8,1.6
Drumstick sambhar,1 katori,93,11.0,4.2,3.6,2.3
Brinjal sambhar,1 katori,117,15.9,5.5,3.5,3.2
